Product,menu_item,Fast Food Chain,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Carbohydrates,Fiber,Sugars,Protein
Big Mac,Burgers,McDonalds,590,34.0,11.0,1.0,85,1050,46,3.0,9.0,25
Quarter Pounder with Cheese,Burgers,McDonalds,520,26.0,12.0,1.5,95,1140,42,2.0,10.0,30
Double Quarter Pounder with Cheese,Burgers,McDonalds,740,42.0,20.0,2.5,165,1360,43,2.0,10.0,48
Quarter Pounder with Cheese Deluxe,Burgers,McDonalds,630,37.0,14.0,1.5,105,1210,44,3.0,11.0,30
McDouble,Burgers,McDonalds,400,20.0,9.0,1.0,70,920,33,2.0,7.0,22
Quarter Pounder with Cheese Bacon,Burgers,McDonalds,630,35.0,15.0,1.5,115,1470,43,3.0,10.0,36
Cheeseburger,Burgers,McDonalds,300,13.0,6.0,0.5,40,720,32,2.0,7.0,15
Double Cheeseburger,Burgers,McDonalds,450,24.0,11.0,1.5,85,1120,34,2.0,7.0,25
Hamburger The Classic McDonalds Burger,Burgers,McDonalds,250,9.0,3.5,0.0,30,510,31,1.0,6.0,12
McFlurry with OREO Cookies,Sweets Treats,McDonalds,510,16.0,8.0,0.5,40,260,80,1.0,60.0,12
McFlurry with MMS Candies,Sweets Treats,McDonalds,640,21.0,14.0,0.5,45,200,96,2.0,83.0,13
Vanilla Cone,Sweets Treats,McDonalds,200,5.0,3.0,0.0,20,80,33,0.0,23.0,5
Chocolate Shake,Sweets Treats,McDonalds,520,14.0,9.0,0.5,55,250,85,1.0,67.0,12
Vanilla Shake,Sweets Treats,McDonalds,480,13.0,8.0,0.5,50,210,80,0.0,51.0,10
Strawberry Shake,Sweets Treats,McDonalds,470,13.0,8.0,0.5,50,160,77,0.0,58.0,10
Hot Fudge Sundae,Sweets Treats,McDonalds,330,10.0,7.0,0.0,25,170,51,2.0,44.0,8
Hot Caramel Sundae,Sweets Treats,McDonalds,330,7.0,4.5,0.0,30,150,58,0.0,41.0,7
Baked Apple Pie,Sweets Treats,McDonalds,230,11.0,6.0,0.0,0,100,33,1.0,14.0,2
Chocolate Chip Cookie,Sweets Treats,McDonalds,170,8.0,4.0,0.0,10,95,22,1.0,15.0,2
World Famous Fries,Fries Sides,McDonalds,230,11.0,1.5,0.0,0,190,31,3.0,0.0,3
Apple Slices,Fries Sides,McDonalds,15,0.0,0.0,0.0,0,0,4,0.0,3.0,0
Tangy Barbeque Sauce,Fries Sides,McDonalds,45,0.0,0.0,0.0,0,260,11,0.0,9.0,0
Spicy Buffalo Sauce,Fries Sides,McDonalds,30,3.0,0.0,0.0,0,520,1,0.0,0.0,0
Creamy Ranch Sauce,Fries Sides,McDonalds,110,12.0,2.0,0.0,5,160,1,0.0,1.0,0
Honey Mustard Sauce,Fries Sides,McDonalds,60,3.5,0.5,0.0,5,125,6,1.0,4.0,0
Honey,Fries Sides,McDonalds,50,0.0,0.0,0.0,0,0,12,0.0,11.0,0
Sweet N Sour Sauce,Fries Sides,McDonalds,50,0.0,0.0,0.0,0,160,11,0.0,10.0,0
Ketchup Packet,Fries Sides,McDonalds,10,0.0,0.0,0.0,0,90,2,0.0,2.0,0
Mustard Packet,Fries Sides,McDonalds,0,0.0,0.0,0.0,0,70,0,0.0,0.0,0
Mayonnaise Packet,Fries Sides,McDonalds,90,10.0,1.5,0.0,10,60,0,0.0,0.0,0
Hamburger Happy Meal,Happy Meal,McDonalds,475,16.0,5.5,0.0,40,680,62,2.0,20.0,22
4 Piece Chicken McNuggets Happy Meal,Happy Meal,McDonalds,395,17.0,3.5,0.0,35,500,41,1.0,14.0,19
6 Piece Chicken McNuggets Happy Meal,Happy Meal,McDonalds,475,22.0,4.5,0.0,50,670,46,2.0,14.0,24
Caramel Macchiato,Mccafe Coffees,McDonalds,260,6.0,4.0,0.0,25,320,41,0.0,35.0,9
Cappuccino,Mccafe Coffees,McDonalds,110,5.0,3.5,0.0,20,75,10,0.0,8.0,6
Caramel Cappuccino,Mccafe Coffees,McDonalds,210,4.5,3.0,0.0,20,290,35,0.0,31.0,7
French Vanilla Cappuccino,Mccafe Coffees,McDonalds,210,4.5,3.0,0.0,20,65,37,0.0,28.0,5
Mocha Latte,Mccafe Coffees,McDonalds,290,9.0,5.0,0.0,30,125,45,1.0,39.0,8
Americano,Mccafe Coffees,McDonalds,0,0.0,0.0,0.0,0,10,1,0.0,0.0,0
Premium Roast Coffee,Mccafe Coffees,McDonalds,5,0.0,0.0,0.0,0,10,1,0.0,0.0,0
Iced Caramel Macchiato,Mccafe Coffees,McDonalds,200,5.0,3.0,0.0,20,250,33,0.0,28.0,7
Iced Mocha,Mccafe Coffees,McDonalds,280,10.0,6.0,0.0,35,110,39,1.0,35.0,7
Iced Coffee,Mccafe Coffees,McDonalds,140,5.0,3.5,0.0,20,50,24,0.0,22.0,2
Iced Caramel Coffee,Mccafe Coffees,McDonalds,140,5.0,3.5,0.0,20,220,23,0.0,20.0,3
Iced French Vanilla Coffee,Mccafe Coffees,McDonalds,150,5.0,3.0,0.0,15,35,25,0.0,17.0,1
Latte,Mccafe Coffees,McDonalds,140,8.0,4.5,0.0,25,100,12,0.0,11.0,7
Iced Latte,Mccafe Coffees,McDonalds,90,4.5,2.5,0.0,15,65,7,0.0,7.0,4
Caramel Latte,Mccafe Coffees,McDonalds,250,7.0,4.0,0.0,25,320,39,0.0,34.0,9
Iced Caramel Latte,Mccafe Coffees,McDonalds,180,4.5,2.5,0.0,20,240,29,0.0,25.0,6
French Vanilla Latte,Mccafe Coffees,McDonalds,250,6.0,4.0,0.0,25,90,39,0.0,29.0,8
Iced French Vanilla Latte,Mccafe Coffees,McDonalds,180,4.5,2.5,0.0,20,65,30,0.0,22.0,5
Caramel Frappé,Mccafe Coffees,McDonalds,420,17.0,11.0,0.5,55,80,60,1.0,53.0,7
Mocha Frappé,Mccafe Coffees,McDonalds,430,17.0,11.0,0.5,65,120,61,0.0,51.0,7
Chicken McNuggets,Mcnuggets Meals,McDonalds,170,10.0,1.5,0.0,25,330,10,0.0,0.0,9
10 Piece Chicken McNuggets,Mcnuggets Meals,McDonalds,410,24.0,4.0,0.0,65,850,26,1.0,0.0,23
Bacon Egg   Cheese Biscuit,Breakfast,McDonalds,460,26.0,13.0,0.0,215,1330,39,2.0,3.0,17
Egg McMuffin,Breakfast,McDonalds,310,13.0,6.0,0.0,250,770,30,2.0,3.0,17
Sausage McMuffin,Breakfast,McDonalds,400,26.0,10.0,0.5,55,760,29,2.0,2.0,14
Sausage McMuffin with Egg,Breakfast,McDonalds,480,31.0,12.0,0.5,280,830,30,2.0,2.0,20
Sausage Biscuit,Breakfast,McDonalds,460,30.0,13.0,0.0,35,1090,37,2.0,2.0,11
Sausage Biscuit  with Egg,Breakfast,McDonalds,530,35.0,15.0,0.0,225,1190,38,2.0,3.0,17
Bacon Egg  Cheese McGriddles,Breakfast,McDonalds,430,21.0,9.0,0.0,215,1230,44,2.0,15.0,17
Sausage McGriddles,Breakfast,McDonalds,430,24.0,9.0,0.0,35,990,41,2.0,14.0,11
Sausage Egg  Cheese McGriddles,Breakfast,McDonalds,550,33.0,13.0,0.0,235,1290,44,2.0,15.0,19
Big Breakfast,Breakfast,McDonalds,760,48.0,18.0,0.0,485,1530,57,3.0,3.0,26
Big Breakfast with Hotcakes,Breakfast,McDonalds,1340,63.0,24.0,0.5,525,2070,158,5.0,48.0,36
Hotcakes,Breakfast,McDonalds,580,15.0,6.0,0.0,40,530,101,2.0,45.0,9
Hotcakes and Sausage,Breakfast,McDonalds,770,33.0,12.0,0.0,75,810,102,2.0,46.0,15
Sausage Burrito,Breakfast,McDonalds,310,17.0,7.0,0.0,170,800,25,1.0,2.0,13
Hash Browns,Breakfast,McDonalds,140,8.0,1.0,0.0,0,310,18,2.0,0.0,2
Fruit  Maple Oatmeal,Breakfast,McDonalds,320,4.5,1.5,0.0,5,150,64,4.0,31.0,6
Egg McMuffin Meal,Breakfast,McDonalds,455,21.0,7.0,0.0,250,1090,49,4.0,3.0,19
Sausage McMuffin with Egg Meal,Breakfast,McDonalds,625,39.0,13.0,0.5,280,1150,49,4.0,2.0,22
Sausage Biscuit with Egg Meal,Breakfast,McDonalds,675,43.0,16.0,0.0,225,1510,57,4.0,3.0,19
Bacon Egg  Cheese Biscuit Meal,Breakfast,McDonalds,605,34.0,14.0,0.0,215,1650,58,4.0,3.0,19
Bacon Egg  Cheese McGriddles Meal,Breakfast,McDonalds,575,29.0,10.0,0.0,215,1550,63,4.0,15.0,19
Sausage Egg  Cheese McGriddles Meal,Breakfast,McDonalds,695,41.0,14.0,0.0,235,1610,63,4.0,15.0,21
Sausage McGriddles Meal,Breakfast,McDonalds,575,32.0,10.0,0.0,35,1310,60,4.0,14.0,13
Sausage Burrito Meal,Breakfast,McDonalds,455,25.0,8.0,0.0,170,1120,44,3.0,2.0,15
CocaCola,Drinks,McDonalds,150,0.0,0.0,0.0,0,40,39,0.0,39.0,0
Sprite,Drinks,McDonalds,140,0.0,0.0,0.0,0,70,35,0.0,35.0,0
Dr Pepper,Drinks,McDonalds,140,0.0,0.0,0.0,0,15,36,0.0,36.0,0
Fanta Orange,Drinks,McDonalds,150,0.0,0.0,0.0,0,40,39,0.0,38.0,0
Diet Coke,Drinks,McDonalds,0,0.0,0.0,0.0,0,50,0,0.0,0.0,0
HiC Orange Lavaburst,Drinks,McDonalds,160,0.0,0.0,0.0,0,40,40,0.0,40.0,0
Frozen Fanta Blue Raspberry,Drinks,McDonalds,60,0.0,0.0,0.0,0,30,16,0.0,16.0,0
Frozen CocaCola Classic,Drinks,McDonalds,60,0.0,0.0,0.0,0,25,16,0.0,16.0,0
Strawberry Banana Smoothie,Drinks,McDonalds,190,0.5,0.0,0.0,5,40,44,2.0,39.0,2
Mango Pineapple Smoothie,Drinks,McDonalds,200,0.5,0.0,0.0,5,35,45,1.0,42.0,2
Lemonade,Drinks,McDonalds,150,0.0,0.0,0.0,0,10,37,0.0,34.0,0
Sweet Tea,Drinks,McDonalds,100,0.0,0.0,0.0,0,15,26,0.0,24.0,0
Unsweetened Iced Tea,Drinks,McDonalds,0,0.0,0.0,0.0,0,10,0,0.0,0.0,1
Hot Tea,Drinks,McDonalds,10,0.0,0.0,0.0,0,5,0,0.0,0.0,2
Minute Maid Premium Orange Juice,Drinks,McDonalds,190,0.0,0.0,0.0,0,45,45,1.0,41.0,3
Honest Kids Appley Ever After Organic Juice Drink,Drinks,McDonalds,35,0.0,0.0,0.0,0,15,8,0.0,8.0,0
1 Low Fat Milk Jug,Drinks,McDonalds,100,2.0,1.5,0.0,10,80,12,0.0,11.0,8
Reduced Sugar Low Fat Chocolate Milk Jug,Drinks,McDonalds,130,2.5,1.5,0.0,10,85,18,0.0,14.0,9
Hot Chocolate,Drinks,McDonalds,370,13.0,8.0,0.0,45,180,54,1.0,47.0,11
DASANI Water,Drinks,McDonalds,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0
Sausage Biscuit,123Dollarmenu,McDonalds,460,30.0,13.0,0.0,35,1090,37,2.0,2.0,11
Sausage McMuffin,123Dollarmenu,McDonalds,400,26.0,10.0,0.5,55,760,29,2.0,2.0,14
Sausage Burrito,123Dollarmenu,McDonalds,310,17.0,7.0,0.0,170,800,25,1.0,2.0,13
Hash Browns,123Dollarmenu,McDonalds,140,8.0,1.0,0.0,0,310,18,2.0,0.0,2
McDouble,123Dollarmenu,McDonalds,400,20.0,9.0,1.0,70,920,33,2.0,7.0,22
McChicken,123Dollarmenu,McDonalds,400,21.0,3.5,0.0,40,560,39,1.0,5.0,14
Chicken McNuggets,123Dollarmenu,McDonalds,170,10.0,1.5,0.0,25,330,10,0.0,0.0,9
World Famous Fries,123Dollarmenu,McDonalds,230,11.0,1.5,0.0,0,190,31,3.0,0.0,3
CocaCola,123Dollarmenu,McDonalds,150,0.0,0.0,0.0,0,40,39,0.0,39.0,0
Sprite,123Dollarmenu,McDonalds,140,0.0,0.0,0.0,0,70,35,0.0,35.0,0
Fanta Orange,123Dollarmenu,McDonalds,150,0.0,0.0,0.0,0,40,39,0.0,38.0,0
Dr Pepper,123Dollarmenu,McDonalds,140,0.0,0.0,0.0,0,15,36,0.0,36.0,0
Diet Coke,123Dollarmenu,McDonalds,0,0.0,0.0,0.0,0,50,0,0.0,0.0,0
HiC Orange Lavaburst,123Dollarmenu,McDonalds,160,0.0,0.0,0.0,0,40,40,0.0,40.0,0
Unsweetened Iced Tea,123Dollarmenu,McDonalds,0,0.0,0.0,0.0,0,10,0,0.0,0.0,1
Sweet Tea,123Dollarmenu,McDonalds,100,0.0,0.0,0.0,0,15,26,0.0,24.0,0
McCrispy,Chicken And Fish Sandwiches,McDonalds,470,20.0,5.0,0.0,70,1140,46,1.0,9.0,26
Deluxe McCrispy,Chicken And Fish Sandwiches,McDonalds,530,26.0,4.0,0.0,65,1050,48,2.0,10.0,27
Spicy McCrispy,Chicken And Fish Sandwiches,McDonalds,530,26.0,4.0,0.0,65,1320,48,2.0,9.0,27
Spicy Deluxe McCrispy,Chicken And Fish Sandwiches,McDonalds,530,26.0,4.0,0.0,65,1200,49,2.0,10.0,27
FiletOFish,Chicken And Fish Sandwiches,McDonalds,390,19.0,4.0,0.0,30,580,39,2.0,5.0,16
McChicken,Chicken And Fish Sandwiches,McDonalds,400,21.0,3.5,0.0,40,560,39,1.0,5.0,14
Double Down Sandwich,Limited Time Offers,KFC,950,63.0,14.0,0.0,210,2380,28,1.0,2.0,67
Spicy Double Down Sandwich,Limited Time Offers,KFC,930,62.0,14.0,0.0,205,2370,28,1.0,2.0,68
Original Recipe Chicken Breast,Original Recipe Chicken,KFC,390,21.0,4.0,0.0,120,1190,11,2.0,0.0,39
Original Recipe Chicken Drumstick,Original Recipe Chicken,KFC,130,8.0,1.5,0.0,55,430,4,1.0,0.0,12
Original Recipe Chicken Thigh,Original Recipe Chicken,KFC,280,19.0,4.5,0.0,100,910,8,1.0,0.0,19
Original Recipe Chicken Whole Wing,Original Recipe Chicken,KFC,130,8.0,2.0,0.0,55,380,3,0.0,0.0,10
Extra Crispy Chicken Breast,Extra Crispy Chicken,KFC,530,35.0,6.0,0.0,105,1150,18,0.0,0.0,35
Extra Crispy Chicken Drumstick,Extra Crispy Chicken,KFC,170,12.0,2.0,0.0,50,390,5,0.0,0.0,10
Extra Crispy Chicken Thigh,Extra Crispy Chicken,KFC,330,23.0,4.5,0.0,100,700,9,0.0,0.0,22
Extra Crispy Chicken Whole Wing,Extra Crispy Chicken,KFC,170,13.0,2.0,0.0,45,340,5,0.0,0.0,10
Kentucky Grilled Chicken Breast,Kentucky Grilled Chicken,KFC,210,7.0,2.0,0.0,130,710,0,0.0,0.0,38
Kentucky Grilled Chicken Drumstick,Kentucky Grilled Chicken,KFC,80,4.0,1.0,0.0,55,220,0,0.0,0.0,11
Kentucky Grilled Chicken Thigh,Kentucky Grilled Chicken,KFC,150,9.0,3.0,0.0,90,420,0,0.0,0.0,17
Kentucky Grilled Chicken Whole Wing,Kentucky Grilled Chicken,KFC,70,3.0,1.0,0.0,45,180,0,0.0,0.0,9
Spicy Crispy Chicken Breast,Spicy Crispy Chicken,KFC,350,20.0,3.5,0.0,100,1100,11,1.0,0.0,30
Spicy Crispy Chicken Drumstick,Spicy Crispy Chicken,KFC,130,8.0,1.5,0.0,40,420,5,1.0,0.0,9
Spicy Crispy Chicken Thigh,Spicy Crispy Chicken,KFC,270,20.0,3.5,0.0,65,720,10,1.0,0.0,13
Spicy Crispy Chicken Whole Wing,Spicy Crispy Chicken,KFC,120,8.0,1.5,0.0,35,350,5,0.0,0.0,7
Extra Crispy Tender each,Extra Crispy Tenders,KFC,140,7.0,1.0,0.0,25,320,8,0.0,0.0,10
Kentucky Fried Nuggets 1,Kentucky Fried Nuggets,KFC,35,1.5,0.0,0.0,15,140,1,0.0,0.0,3
Nashville Hot Spicy Crispy Chicken Breast,Nashville Hot Chicken,KFC,540,40.0,7.0,0.0,100,1390,14,2.0,1.0,31
Nashville Hot Spicy Crispy Chicken Drumstick,Nashville Hot Chicken,KFC,190,14.0,2.5,0.0,40,510,6,1.0,0.0,9
Nashville Hot Spicy Crispy Chicken Thigh,Nashville Hot Chicken,KFC,390,32.0,6.0,0.0,65,900,12,2.0,1.0,13
Nashville Hot Spicy Crispy Chicken Whole Wing,Nashville Hot Chicken,KFC,180,15.0,2.5,0.0,35,450,5,1.0,0.0,8
BBQ Baked Beans,Homestyle Sides (Individual),KFC,190,1.0,0.0,0.0,0,650,34,7.0,15.0,11
Biscuit,Homestyle Sides (Individual),KFC,180,8.0,4.5,0.0,0,520,22,1.0,1.0,4
Coleslaw,Homestyle Sides (Individual),KFC,170,12.0,2.0,0.0,5,180,14,4.0,10.0,1
Corn on the Cob,Homestyle Sides (Individual),KFC,70,0.5,0.0,0.0,0,0,17,2.0,3.0,2
Green Beans,Homestyle Sides (Individual),KFC,25,0.0,0.0,0.0,0,300,5,3.0,1.0,1
KFC Cornbread Muffin,Homestyle Sides (Individual),KFC,210,9.0,1.5,0.0,35,240,28,1.0,11.0,3
Macaroni  Cheese,Homestyle Sides (Individual),KFC,140,6.0,1.5,0.0,5,590,17,1.0,2.0,5
Macaroni Salad,Homestyle Sides (Individual),KFC,140,8.0,1.0,0.0,15,290,14,0.0,9.0,1
Mashed Potatoes,Homestyle Sides (Individual),KFC,110,3.5,0.5,0.0,0,330,17,1.0,0.0,2
Mashed Potatoes With Gravy,Homestyle Sides (Individual),KFC,130,4.5,1.0,0.0,0,520,20,1.0,0.0,3
Potato Salad,Homestyle Sides (Individual),KFC,340,28.0,4.5,0.0,25,290,19,2.0,3.0,2
Secret Recipe Fries,Homestyle Sides (Individual),KFC,320,15.0,2.0,0.0,0,1100,41,3.0,0.0,5
Sweet Kernel Corn,Homestyle Sides (Individual),KFC,70,0.5,0.0,0.0,0,0,16,2.0,2.0,2
BBQ Baked Beans Family,Homestyle Sides (Family),KFC,830,5.0,1.0,0.0,0,2810,148,31.0,63.0,47
Coleslaw Family,Homestyle Sides (Family),KFC,640,46.0,7.0,0.0,15,670,54,14.0,37.0,4
Corn on the Cob Family,Homestyle Sides (Family),KFC,280,2.0,0.0,0.0,0,15,67,8.0,11.0,9
Green Beans Family,Homestyle Sides (Family),KFC,80,0.0,0.0,0.0,0,930,15,9.0,3.0,4
Macaroni  Cheese Family,Homestyle Sides (Family),KFC,540,23.0,6.0,0.0,10,2220,66,5.0,8.0,18
Macaroni Salad Family,Homestyle Sides (Family),KFC,480,28.0,3.5,0.0,55,990,50,0.0,30.0,3
Mashed Potatoes Family,Homestyle Sides (Family),KFC,460,15.0,3.0,0.0,0,1410,72,6.0,0.0,9
Mashed Potatoes With Gravy Family,Homestyle Sides (Family),KFC,590,21.0,5.0,0.0,0,2590,88,6.0,1.0,12
Potato Salad Family,Homestyle Sides (Family),KFC,1200,98.0,16.0,0.0,80,1010,65,8.0,12.0,8
Secret Recipe Fries Family,Homestyle Sides (Family),KFC,840,40.0,5.0,0.0,0,2890,108,9.0,0.0,13
Sweet Kernel Corn Family,Homestyle Sides (Family),KFC,280,2.5,0.0,0.0,0,10,67,7.0,8.0,10
Chicken Littles,Sandwiches,KFC,300,15.0,2.5,0.0,30,620,27,1.0,3.0,14
Classic Chicken Sandwich,Sandwiches,KFC,650,35.0,4.5,0.0,90,1260,49,1.0,6.0,34
Crispy Twister,Sandwiches,KFC,630,34.0,7.0,0.0,70,1260,53,4.0,3.0,28
Spicy Chicken Sandwich,Sandwiches,KFC,620,33.0,4.0,0.0,85,2140,49,1.0,6.0,34
Chicken Pot Pie,Pot Pie and Bowls,KFC,720,41.0,25.0,0.0,80,1750,60,7.0,5.0,26
KFC Famous Bowl,Pot Pie and Bowls,KFC,590,23.0,5.0,0.0,85,2160,67,4.0,2.0,31
Caesar Side Salad,Salads(Does not include dressing or croutons),KFC,40,2.0,1.0,0.0,5,90,2,1.0,1.0,3
House Side Salad,Salads(Does not include dressing or croutons),KFC,15,0.0,0.0,0.0,0,10,3,2.0,2.0,1
Heinz Buttermilk Dressing,Dressing and Croutons,KFC,160,17.0,2.0,0.0,10,220,1,0.0,1.0,0
Hidden Valley The Original Ranch Fat Free Dressing,Dressing and Croutons,KFC,35,0.0,0.0,0.0,0,410,8,0.0,2.0,1
KFC Creamy Parmesan Caesar Dressing,Dressing and Croutons,KFC,260,26.0,5.0,0.0,15,540,4,0.0,2.0,2
